Order ID,Order Status,Order Date,Order Time,Order Total (inc tax),Customer ID,Product Details,Transaction ID
21355,Shipped,02/03/2015,11:17:30,225,96611,Product ID: 10338,6891436467
21359,Shipped,02/03/2015,14:54:59,83.98,96612,Product ID: 10109|Product ID: 10618,6892311401
21360,Refunded,02/03/2015,15:11:58,17.99,96613,Product ID: 9888,4M8146136V626233S
21363,Shipped,02/03/2015,18:58:40,148,96614,Product ID: 10234,93769083XH127262B
21364,Shipped,02/03/2015,20:58:52,67.98,96615,Product ID: 10127,6893392429
21367,Shipped,02/04/2015,2:20:05,75.08,96616,Product ID: 10393,6893800187
21368,Shipped,02/04/2015,9:40:22,57,96617,Product ID: 10084|Product ID: 10472,6894315070
21369,Shipped,02/04/2015,10:14:59,44,96618,Product ID: 9776|Product ID: 9777|Product ID: 9780|Product ID: 9787,5L2416910W665671N
21374,Shipped,02/04/2015,19:20:25,50.99,93432,Product ID: 10786,6896314945
21375,Shipped,02/04/2015,19:22:21,66.99,93432,Product ID: 10786,6896318258
21376,Refunded,02/05/2015,11:18:02,41.82,96583,Product ID: 10709|Product ID: 10709,6898016393
21377,Shipped,02/05/2015,11:34:16,46.08,96516,Product ID: 9487|Product ID: 9488|Product ID: 9657,6898080341
21379,Shipped,02/05/2015,11:44:31,37.99,96623,Product ID: 10356,6898114329
21383,Shipped,02/05/2015,14:19:47,27.99,96624,Product ID: 9810,6898718322
21386,Shipped,02/05/2015,16:19:21,132.9,95902,Product ID: 10720,6899172920
21388,Shipped,02/05/2015,19:11:47,16,96626,Product ID: 10418,6899671679
21389,Shipped,02/05/2015,19:14:00,41.96,96627,Product ID: 11134,2NJ03552RH8956237
21392,Shipped,02/05/2015,20:02:21,27.99,96628,Product ID: 10753,6899779832
21393,Refunded,02/05/2015,22:42:50,47,96629,Product ID: 9755,1BP41878F5916710L
21395,Refunded,02/05/2015,23:22:41,63.98,96630,Product ID: 10676,6900096851
21398,Shipped,02/05/2015,23:42:46,20.98,96631,Product ID: 11134,6900116826
21403,Shipped,02/06/2015,9:03:05,95.98,96632,Product ID: 10150,4LF16174FU715431A
21405,Refunded,02/06/2015,10:52:51,52.92,94576,Product ID: 10462,0FW80190TD624640G
21406,Shipped,02/06/2015,11:39:26,82.99,96633,Product ID: 10618,6901310234
21407,Shipped,02/06/2015,11:54:38,127,96634,Product ID: 10666,5GS58409KR5267009
21412,Shipped,02/06/2015,12:13:28,73.87,96635,Product ID: 10393,6901449473
21413,Shipped,02/06/2015,12:18:27,44.99,96636,Product ID: 10162,6901462506
21414,Shipped,02/06/2015,14:50:45,42.44,96637,Product ID: 10017,6902171270
21418,Shipped,02/06/2015,16:01:28,108.68,96638,Product ID: 10618,5SS165077A607504Y
21421,Shipped,02/06/2015,22:42:30,82.99,96639,Product ID: 10618,6903293316
21423,Shipped,02/07/2015,8:21:40,66.99,83401,Product ID: 10786,2DP43821B42482842
21425,Shipped,02/07/2015,10:01:22,65.98,96640,Product ID: 10493,6903867958
21428,Partially Shipped,02/07/2015,10:25:33,67.98,96641,Product ID: 10127|Product ID: 10760,6903906948
21430,Refunded,02/07/2015,13:14:10,117.98,96466,Product ID: 10785,6904272013
21431,Shipped,02/07/2015,17:16:27,82.99,96642,Product ID: 10618,6904819051
21432,Shipped,02/07/2015,17:40:38,76,96643,Product ID: 10159,1X912699TD430403M
21433,Refunded,02/07/2015,20:36:54,22.99,96644,Product ID: 11129,1M302732F2404713K
21434,Refunded,02/07/2015,22:48:22,32.99,96645,Product ID: 10064,9SR26628JD935314G
21435,Shipped,02/08/2015,2:48:53,58.96,96646,Product ID: 10974,4LC50139CA6687601
21439,Shipped,02/08/2015,11:43:49,73,96647,Product ID: 10742,49E90795YD404441E
21441,Refunded,02/08/2015,12:15:27,117.98,96648,Product ID: 10725,6906003147
21444,Shipped,02/08/2015,15:56:57,42.09,96649,Product ID: 10057,6906385733
21449,Shipped,02/08/2015,22:43:30,207.99,96650,Product ID: 10999,881618287A270445P
21452,Shipped,02/09/2015,1:31:11,234.27,96651,Product ID: 10999,1DL86133CB934262X
21453,Shipped,02/09/2015,11:52:15,59.87,96652,Product ID: 10412,7VK11487V3961983U
21454,Shipped,02/09/2015,16:55:02,84.95,96653,Product ID: 11134,5KC8150639107444H
21455,Shipped,02/09/2015,17:25:53,50.99,96654,Product ID: 10417,36W57205MF243973J
21457,Shipped,02/09/2015,18:49:54,94.98,96655,Product ID: 10377|Product ID: 10377,6909781948
21458,Shipped,02/09/2015,19:48:04,108.98,96656,Product ID: 10490|Product ID: 10983,6909919468
21464,Shipped,02/09/2015,21:12:12,57.99,96657,Product ID: 10979,6910087467
21465,Shipped,02/09/2015,21:19:50,50.99,96658,Product ID: 10417,6910101282
21466,Shipped,02/09/2015,21:22:14,119.45,96659,Product ID: 9863,4NJ02646VW1087520
21469,Shipped,02/10/2015,2:56:13,199.99,96660,Product ID: 10999,6910466679
21470,Shipped,02/10/2015,11:22:32,37.99,96661,Product ID: 10669,9YY035711J401763F
21471,Shipped,02/10/2015,11:58:18,89,96662,Product ID: 10409,14685929FF5454535
21472,Shipped,02/10/2015,12:29:42,82.97,96663,Product ID: 10494|Product ID: 10494|Product ID: 10494,77E64857R6052534A
21473,Shipped,02/10/2015,13:42:21,73,93432,Product ID: 10754,6911900169
21476,Shipped,02/10/2015,15:37:42,32,96665,Product ID: 10361,63M50567WM580532W
21477,Shipped,02/10/2015,18:01:36,21.96,96666,Product ID: 11012,5HW53113KX661050B
21478,Shipped,02/10/2015,19:59:43,236.97,96667,Product ID: 10224|Product ID: 10224,7V414127FY475752U
21483,Refunded,02/11/2015,0:38:55,37.99,96668,Product ID: 10111,4EN78490HX977194E
21484,Refunded,02/11/2015,1:17:00,66.99,96669,Product ID: 10786,6913593600
21487,Shipped,02/11/2015,9:55:48,82.99,96670,Product ID: 10618,6914156070
21488,Shipped,02/11/2015,12:06:56,41.98,96671,Product ID: 9692|Product ID: 10971,6914606865
21490,Shipped,02/11/2015,12:34:00,92.99,96673,Product ID: 10159|Product ID: 10786,6914710760
21491,Shipped,02/11/2015,15:39:13,82.99,96670,Product ID: 10618,6915379111
21492,Shipped,02/11/2015,20:13:53,79,96614,Product ID: 9648|Product ID: 10234,38U207666B336840C
21493,Shipped,02/11/2015,21:39:28,93.07,96674,Product ID: 10974|Product ID: 10992,9XG13459TL2273124
21495,Shipped,02/11/2015,22:21:18,66.99,96675,Product ID: 10720,6916342015
21496,Shipped,02/11/2015,22:54:07,46.98,94637,Product ID: 10247|Product ID: 10443,99Y60773EF444871E
21497,Shipped,02/11/2015,23:49:37,107.99,96676,Product ID: 10421|Product ID: 10490,0C5470309Y0652145
21501,Shipped,02/12/2015,10:26:38,14.98,96677,Product ID: 10109,6917292772
21502,Shipped,02/12/2015,11:44:47,248.97,96678,Product ID: 9375|Product ID: 9896|Product ID: 10224|Product ID: 10224|Product ID: 11141,6917559095
21509,Shipped,02/12/2015,12:43:33,77.98,96679,Product ID: 10636,6917765280
21511,Shipped,02/12/2015,12:47:46,44.99,96636,Product ID: 10162,6917780672
21513,Shipped,02/12/2015,15:16:11,67.99,96681,Product ID: 10540,5M465500YG8568403
21514,Shipped,02/12/2015,16:06:10,79,95319,Product ID: 10224,0TE03596SC4402523
21516,Shipped,02/12/2015,18:51:44,91.93,94153,Product ID: 11232|Product ID: 11232,6918957093
21517,Refunded,02/12/2015,19:54:12,117.98,96682,Product ID: 10725|Product ID: 10725,6919098286
21519,Refunded,02/12/2015,22:45:11,80,96683,Product ID: 9602|Product ID: 9602,6919386452
21520,Shipped,02-13-2015,12:43:28,60.98,96684,Product ID: 9889,6920940758
21521,Refunded,02-13-2015,13:41:24,116.97,88333,Product ID: 10162|Product ID: 10490,6921175750
21523,Partially Shipped,02-13-2015,15:40:28,73.98,96687,Product ID: 10675|Product ID: 10974,6921643322
21526,Shipped,02-13-2015,16:11:59,35.99,96688,Product ID: 10939,6921763951
21527,Refunded,02-13-2015,16:20:05,41.35,96689,Product ID: 9371,6921792136
21528,Shipped,02-13-2015,16:43:10,77.99,93432,Product ID: 10754,6921873663
21529,Shipped,02-13-2015,17:12:39,115,96691,Product ID: 10421|Product ID: 10429,7R988040N9735774R
21530,Shipped,02-13-2015,17:18:26,239.95,96692,Product ID: 10999,1BU119366W741802M
21531,Completed,02-13-2015,18:37:38,31.17,96694,Product ID: 10183,23G71517GX242253W
21532,Shipped,02-13-2015,21:30:59,80.45,96695,Product ID: 10421,6922536602
21533,Shipped,02-13-2015,23:44:21,70.68,96697,Product ID: 10955,38400144NM755213V
21534,Refunded,02-14-2015,4:23:03,99,96698,Product ID: 10054,0KE20868FP727913C
21535,Shipped,02-14-2015,9:54:16,121.96,96699,Product ID: 10155|Product ID: 10157,81P32443T0248620W
21536,Shipped,02-14-2015,10:14:18,77.99,96700,Product ID: 10567,80A3740951006182U
21541,Partially Shipped,02-14-2015,13:56:21,67.98,96702,Product ID: 10256,6923659485
21542,Shipped,02-14-2015,15:18:39,384,96611,Product ID: 10334|Product ID: 10531,6923848594
21543,Shipped,02-14-2015,17:36:21,20.98,96703,Product ID: 11134,60M16903FT587853H
21546,Shipped,02-14-2015,19:19:33,27.96,96704,Product ID: 10951,5JU97207PF566373J
21551,Shipped,02-14-2015,20:59:31,27.99,96706,Product ID: 9810,2GT993469M8717846
21565,Refunded,02-15-2015,16:42:39,67.98,96708,Product ID: 10755,5YR59696TG6277606
21567,Shipped,02-15-2015,23:04:54,75.77,96709,Product ID: 10110,6926633314
21572,Shipped,02-16-2015,14:49:13,37.99,96711,Product ID: 10174,9KR34889S80395947
21573,Shipped,02-16-2015,17:23:43,42.99,96712,Product ID: 10931,7XP14443K6913642K
21574,Shipped,02-16-2015,23:57:34,75.99,96714,Product ID: 9775|Product ID: 9778|Product ID: 9816|Product ID: 9823|Product ID: 9862,6929781152
21575,Refunded,02-17-2015,2:14:33,51.98,96715,Product ID: 9882,7VN0969701190731H
21578,Refunded,02-17-2015,10:37:38,117.98,90629,Product ID: 10725,6930659753
21579,Shipped,02-17-2015,11:19:36,79.98,88333,Product ID: 10490,6930804134
21580,Shipped,02-17-2015,11:39:30,41.96,96716,Product ID: 11134,7FY29682CE061352W
21581,Refunded,02-17-2015,14:04:24,66.99,96717,Product ID: 10778,90502669VC978172E
21582,Shipped,02-17-2015,14:30:08,40.99,96718,Product ID: 10767,05D18915FD614981F
21583,Shipped,02-17-2015,14:55:47,20.98,96719,Product ID: 11134,6931611004
21584,Shipped,02-17-2015,15:21:22,83.98,96720,Product ID: 10109|Product ID: 10618,6931714369
21585,Shipped,02-17-2015,15:52:27,159.96,96721,Product ID: 11125,0KP897269C0890724
21587,Completed,02-17-2015,16:18:44,27.99,93432,Product ID: 9810,6931925238
21589,Shipped,02-17-2015,16:23:44,52,93432,Product ID: 10376,6931942563
21590,Shipped,02-17-2015,20:12:28,218.59,96722,Product ID: 10999,3JM59218TG392380J
21591,Completed,02-17-2015,20:15:02,35.99,96723,Product ID: 10939,8DL44687N93190243
21592,Shipped,02-17-2015,20:25:12,26.99,96723,Product ID: 10443,7TN512358T654334W
21593,Shipped,02-17-2015,21:05:16,119.99,96724,Product ID: 10922,6932645740
21594,Shipped,02-17-2015,21:25:09,65.21,96725,Product ID: 11040|Product ID: 11042|Product ID: 11045|Product ID: 11057|Product ID: 11228,53M12592A0125913D
21596,Shipped,02-18-2015,1:38:03,54.85,96727,Product ID: 10426,6EG60142KK673903J
21597,Shipped,02-18-2015,7:45:27,27.98,96728,Product ID: 9981,2BE49267EK401502A
21599,Shipped,02-18-2015,11:27:08,101.99,96730,Product ID: 10393|Product ID: 10424,2TB31383UX130012A
21602,Shipped,02-18-2015,13:34:49,155.71,96731,Product ID: 10408|Product ID: 10421,25K89679J15034514
21603,Shipped,02-18-2015,14:49:17,98,96732,Product ID: 10525,0YU71857J7086161W
21604,Shipped,02-18-2015,15:24:20,77,96733,Product ID: 10405,6934688472
21605,Completed,02-18-2015,15:30:08,77,96734,Product ID: 10405,6934710958
21606,Shipped,02-18-2015,15:54:52,66.99,96735,Product ID: 10770,39934572MV517040H
21607,Shipped,02-18-2015,15:58:03,25.99,96736,Product ID: 11154,6934825447
21608,Shipped,02-18-2015,16:58:50,99.98,96738,Product ID: 10043,6935029793
21610,Shipped,02-18-2015,17:36:43,79.98,96739,Product ID: 10618|Product ID: 11038,74M3266328379544Y
21614,Refunded,02-18-2015,23:21:00,35.99,96741,Product ID: 10939,6935768746
21617,Shipped,02-19-2015,8:18:28,98.23,95960,Product ID: 9692,28D23615S1352733S
21620,Shipped,02-19-2015,10:28:05,19,85056,Product ID: 9768,8MR58588WV565933R
21623,Partially Shipped,02-19-2015,10:40:27,36.99,96742,Product ID: 9421|Product ID: 10709,57X43388D3103254K
21624,Partially Shipped,02-19-2015,14:07:04,46.99,96743,Product ID: 9454|Product ID: 9906,5SX78758XF317935L
21625,Shipped,02-19-2015,15:10:06,357,86848,Product ID: 10668,6937661498
21626,Refunded,02-19-2015,15:46:49,71.44,96744,Product ID: 10786,1A9643743P696072P
21627,Shipped,02-19-2015,16:45:46,42.99,83574,Product ID: 10931,46027145UV465624U
21628,Shipped,02-19-2015,19:37:36,107.98,96745,Product ID: 10608,4K786125TX865174R
21631,Shipped,02-19-2015,21:39:17,65.71,96746,Product ID: 10931,7JL43879SS4881249
21632,Shipped,02-19-2015,23:14:51,294.95,94665,Product ID: 10725|Product ID: 10786|Product ID: 10786,4H955308G9643210F
21633,Partially Shipped,02-20-2015,8:04:10,235.96,96747,Product ID: 10770|Product ID: 10778,1FL790023U873912K
21635,Shipped,02-20-2015,13:46:11,66.99,96748,Product ID: 10786,7XR816776R188433V
21636,Shipped,02-20-2015,16:18:55,117.98,96749,Product ID: 10772|Product ID: 10785,6941212049
21637,Shipped,02-20-2015,17:21:25,27.99,96750,Product ID: 10613,9HH84483FU335753E
21639,Partially Shipped,02-20-2015,19:10:45,196,96751,Product ID: 9863|Product ID: 10680,6941708120
21640,Shipped,02-20-2015,19:17:15,76.97,96752,Product ID: 10485,6941723269
21641,Shipped,02-20-2015,19:26:56,70.98,95659,Product ID: 10762|Product ID: 10767,6941740099
21642,Shipped,02-20-2015,22:05:11,17.99,96753,Product ID: 11162,6941991669
21643,Shipped,02-21-2015,10:26:04,59.69,96754,Product ID: 10417,39L838003T550474V
21644,Shipped,02-21-2015,12:44:48,113.52,96755,Product ID: 10396|Product ID: 11128,6942895192
21647,Shipped,02-21-2015,14:45:43,25.99,96757,Product ID: 11154,81M153026U979100V
21648,Shipped,02-21-2015,14:48:58,50.99,96758,Product ID: 10490,5KF62864PW183383R
21649,Shipped,02-21-2015,16:27:47,55,96759,Product ID: 10429,02L4461589906074N
21650,Shipped,02-21-2015,17:18:26,35.99,96760,Product ID: 10225,30M14593651078429
21652,Refunded,02-21-2015,17:32:38,16.83,96761,Product ID: 10153|Product ID: 11057,723179251F1074907
21653,Shipped,02-21-2015,17:46:49,22.99,96761,Product ID: 10153|Product ID: 11057,24M51094K4403662U
21654,Shipped,02-21-2015,17:49:22,56.99,96762,Product ID: 10392,6943573871
21655,Shipped,02-21-2015,17:59:12,23.97,96763,Product ID: 9692|Product ID: 9692,6943596144
21656,Shipped,02-21-2015,18:05:13,72,96764,Product ID: 10341,6943602524
21659,Partially Shipped,02-21-2015,22:12:38,90.67,92646,Product ID: 10227|Product ID: 10227|Product ID: 10733,6943948336
21660,Shipped,02-22-2015,11:52:46,42,96765,Product ID: 10756,6944641748
21661,Shipped,02-22-2015,13:30:49,62.26,96766,Product ID: 9417|Product ID: 9669|Product ID: 9671|Product ID: 9672,51C20037N3884563F
21666,Shipped,02-22-2015,20:16:11,74.98,96768,Product ID: 9437|Product ID: 10770,3J5597276X0315844
21667,Shipped,02-22-2015,20:22:13,172.43,93759,Product ID: 10629,03C42270MT017905E
21668,Shipped,02-22-2015,20:25:33,27.99,96769,Product ID: 10753,6945527378
21670,Shipped,02-23-2015,10:55:04,53.87,96770,Product ID: 10150,6946692953
21672,Shipped,02-23-2015,12:45:36,23.99,96771,Product ID: 11158,6947129767
21673,Shipped,02-23-2015,13:54:27,138,92943,Product ID: 10336,6947417849
21674,Completed,02-23-2015,17:39:58,79,92943,Product ID: 10336,6948266044
21676,Shipped,02-23-2015,18:15:27,37,87590,Product ID: 10594,6948365331
21677,Completed,02-23-2015,18:44:05,47.99,96773,Product ID: 10033,6948439156
21678,Refunded,02-23-2015,18:53:15,88,96774,Product ID: 10239|Product ID: 10239,756188609T8667255
21680,Shipped,02-23-2015,19:08:35,29.99,96773,Product ID: 10495,6948498209
21682,Shipped,02-23-2015,19:08:55,66.99,86040,Product ID: 10770,6948499948
21683,Shipped,02-23-2015,20:11:52,165.97,96775,Product ID: 10608|Product ID: 10608|Product ID: 10608,41B51511CK4373405
21685,Shipped,02-24-2015,0:46:21,66.99,95271,Product ID: 10772,88V75498AC5131242
21687,Shipped,02-24-2015,9:21:28,16.98,96777,Product ID: 11104,6949529487
21688,Shipped,02-24-2015,13:23:40,129,94572,Product ID: 10668,33392141U5627493A
21690,Shipped,02-24-2015,15:37:23,111.99,96778,Product ID: 10085|Product ID: 10429,6950853556
21691,Shipped,02-24-2015,15:52:34,27,96779,Product ID: 10422,6950908060
21698,Shipped,02-24-2015,18:59:19,866,92515,Product ID: 10234|Product ID: 10234|Product ID: 10234,17W23995LU782593C
21704,Shipped,02-25-2015,10:45:07,67.99,96781,Product ID: 10393,6952925412
21706,Refunded,02-25-2015,10:50:43,35.99,82331,Product ID: 9884,996217577P9100836
21707,Shipped,02-25-2015,11:11:51,62.99,96782,Product ID: 10072,6953020071
21708,Shipped,02-25-2015,11:17:31,29.98,96783,Product ID: 11181,5DC1669442051305A
21709,Shipped,02-25-2015,11:55:36,81.25,96784,Product ID: 10985,7AY85042NB5270340
21710,Shipped,02-25-2015,13:47:40,40.23,96785,Product ID: 11181|Product ID: 11191,8BR914691A4085946
21711,Shipped,02-25-2015,14:59:05,66.99,96744,Product ID: 10772,6CC76419CB2972333
21713,Shipped,02-25-2015,15:58:54,178.98,95893,Product ID: 9767|Product ID: 9776|Product ID: 9777|Product ID: 9781|Product ID: 9782|Product ID: 9811|Product ID: 9826|Product ID: 9829|Product ID: 11098,3FR37026GA3539031
21714,Shipped,02-25-2015,18:54:57,105.97,96773,Product ID: 10180|Product ID: 10773|Product ID: 10954,6954635680
21715,Shipped,02-25-2015,20:14:38,56.87,96786,Product ID: 10417,0EU32069RY966243J
21716,Shipped,02-25-2015,21:37:28,22,96787,Product ID: 9775,6954964704
21717,Shipped,02-26-2015,6:57:10,44.41,96788,Product ID: 10332,09N89330WR082542H
21718,Shipped,02-26-2015,13:15:04,93.98,96789,Product ID: 10534|Product ID: 10650,6956622730
21719,Shipped,02-26-2015,13:53:33,66.99,96790,Product ID: 10769,09Y97419LR2185923
21729,Shipped,02-27-2015,2:12:54,44.99,95374,Product ID: 10993,7X601497HG4769805
21730,Refunded,02-27-2015,5:27:13,58.73,96793,Product ID: 11235,6958693289
21732,Shipped,02-27-2015,6:35:50,37.99,96794,Product ID: 10755,7DF94045MU2503110
21734,Shipped,02-27-2015,6:51:42,66.99,96296,Product ID: 10786,87T26904N94317549
21735,Shipped,02-27-2015,9:05:38,77.99,96795,Product ID: 10421,7XU80824PX3012021
21736,Shipped,02-27-2015,9:24:23,42.99,96796,Product ID: 10969,6959076074
21737,Shipped,02-27-2015,10:36:33,69.68,96797,Product ID: 10770,6959330875
21738,Shipped,02-27-2015,11:05:57,74.99,96768,Product ID: 9635|Product ID: 10770,47L29401P1930822U
21742,Shipped,02-27-2015,12:51:45,37.97,95953,Product ID: 10565,5RB37413L6882062B
21743,Shipped,02-27-2015,13:41:15,89,93418,Product ID: 10224,6960115591
21744,Shipped,02-27-2015,16:22:04,115,83676,Product ID: 10318,6960777373
21745,Shipped,02-27-2015,16:26:35,27,96799,Product ID: 9469,23S77851L51503124
21746,Partially Shipped,02-27-2015,16:31:48,66,96559,Product ID: 9553|Product ID: 10486,6960815340
21750,Shipped,02-27-2015,19:46:45,55,96800,Product ID: 10224,6961403438
21751,Shipped,02-27-2015,19:48:11,62.99,96801,Product ID: 10438,978820464M230941A
21752,Shipped,02-27-2015,20:17:31,89,96802,Product ID: 10409,3KG06794VB609554L
21753,Shipped,02-27-2015,20:39:56,35.99,96776,Product ID: 11184,6961528064
21754,Shipped,02-27-2015,21:23:51,53.99,96803,Product ID: 10968,7NA50922CN8814140
21756,Shipped,02-28-2015,1:10:19,37.99,96804,Product ID: 10691,6SE23286A08160027
21757,Shipped,02-28-2015,2:03:45,42.99,96805,Product ID: 10931,9WW51492KB873894U
21758,Shipped,02-28-2015,7:11:31,47.32,96806,Product ID: 10389,6962397199
21759,Shipped,02-28-2015,11:38:00,62.99,96807,Product ID: 11240,8M913148BL882401J
21761,Shipped,02-28-2015,14:51:41,67.18,96808,Product ID: 11235,6963343973
21762,Refunded,02-28-2015,15:01:16,41.5,96809,Product ID: 10588,6963373760
21763,Shipped,02-28-2015,15:21:31,62,84188,Product ID: 9725,6963434645
21765,Shipped,03/01/2015,1:03:17,449.99,96811,Product ID: 10956,6964501057
21766,Shipped,03/01/2015,3:07:49,117.98,95404,Product ID: 10770|Product ID: 10786,6964669569
21767,Shipped,03/01/2015,3:08:00,55.98,96812,Product ID: 10665|Product ID: 10665,53T5116519782730W
21768,Shipped,03/01/2015,8:55:29,62.94,96813,Product ID: 11134,6965360363
21769,Shipped,03/01/2015,9:03:09,37.99,96814,Product ID: 9896,6965375980
21771,Shipped,03/01/2015,10:06:57,13.48,96815,Product ID: 11082,6965486044
21772,Shipped,03/01/2015,10:11:53,98.32,96816,Product ID: 9692,1GR086310R2446015
21773,Shipped,03/01/2015,10:38:22,35.99,96817,Product ID: 10939,5N827085L9317122A
21775,Shipped,03/01/2015,13:46:45,86.99,96818,Product ID: 10420|Product ID: 10429,8WE4000449437084W
21776,Shipped,03/01/2015,14:00:54,231.97,96819,Product ID: 10999,21M34061SD048601X
21777,Shipped,03/01/2015,15:34:17,40.99,96672,Product ID: 10284,2L010001N4274544K
21778,Shipped,03/01/2015,15:52:52,117.98,88877,Product ID: 10769,6966266347
21779,Refunded,03/01/2015,18:22:58,67.98,86717,Product ID: 10736,4E6818569F6212158
21783,Shipped,03/02/2015,7:45:08,48.97,96820,Product ID: 9480|Product ID: 9482|Product ID: 11122,7WA507135R6083437
21784,Shipped,03/02/2015,8:09:32,42.99,96821,Product ID: 10931,94807739MA095024S
21785,Shipped,03/02/2015,11:20:16,53.99,96822,Product ID: 10968,6968530155
21786,Completed,03/02/2015,11:25:38,53.99,96823,Product ID: 10968,6968554231
21788,Shipped,03/02/2015,12:44:20,52.2,96825,Product ID: 10150,9H3760691E648332J
21790,Shipped,03/02/2015,12:46:42,63.98,96824,Product ID: 10184,6968970244
21791,Shipped,03/02/2015,14:28:04,173.99,89383,Product ID: 10096|Product ID: 10507,6969469331
21792,Shipped,03/02/2015,15:12:07,118,96826,Product ID: 10200,2D921161N8811720A
21794,Refunded,03/02/2015,16:31:31,59.17,96827,Product ID: 9900,6970055167
21795,Refunded,03/02/2015,17:40:28,88.13,96828,Product ID: 10284,6970330306
21796,Refunded,03/02/2015,17:54:02,59.99,96829,Product ID: 9945|Product ID: 10737,85U457026K3278732
21797,Refunded,03/02/2015,17:59:18,73.98,96831,Product ID: 10141,8YD94241XK069840G
21798,Shipped,03/02/2015,18:02:41,66.98,96830,Product ID: 10608|Product ID: 10608,6970431679
21800,Shipped,03/02/2015,18:54:58,71,96832,Product ID: 10393,6970572679
21801,Shipped,03/02/2015,19:25:54,119.97,96756,Product ID: 10150,41Y46679A5406874A
21802,Shipped,03/02/2015,19:37:16,42,96833,Product ID: 10391,4BS50359N5135344V
21803,Shipped,03/02/2015,22:07:18,89.99,96835,Product ID: 10618,6971028081
21804,Shipped,03/02/2015,22:38:24,53.23,96828,Product ID: 10284,6971081436
21806,Refunded,03/02/2015,23:24:20,57.95,96836,Product ID: 9982|Product ID: 9982|Product ID: 9993|Product ID: 9993,1LR8540387191462C
21807,Refunded,03/03/2015,1:38:46,162.69,96837,Product ID: 11279,1XH076242L2808836
21809,Shipped,03/03/2015,2:51:11,57.99,96838,Product ID: 10379,6971354729
21814,Shipped,03/03/2015,11:50:12,195.56,96839,Product ID: 10628,6972453698
21815,Shipped,03/03/2015,12:23:30,19.99,96840,Product ID: 11190,44G376853R320744S
21819,Shipped,03/03/2015,13:18:55,35.99,96841,Product ID: 10676,4A808554GL877743X
21820,Shipped,03/03/2015,14:33:37,212.71,96842,Product ID: 10999,8D429828MF273833R
21822,Shipped,03/03/2015,16:10:44,149,96843,Product ID: 9873,6973538302
21823,Shipped,03/03/2015,16:38:54,89.99,96844,Product ID: 10353,2CG04884DR2693426
21824,Shipped,03/03/2015,17:33:23,44.19,96845,Product ID: 11098|Product ID: 11104,0HE42649V1793832H
21825,Shipped,03/03/2015,22:07:16,148,96846,Product ID: 10229,0DW9025855235174M
21826,Shipped,03/03/2015,22:18:30,162.69,96837,Product ID: 11279,6RU08583LF8938544
21832,Shipped,03/04/2015,1:23:16,59.9,96847,Product ID: 10951|Product ID: 10951|Product ID: 10951|Product ID: 10952,6974721732
21836,Refunded,03/04/2015,8:14:11,72.61,85008,Product ID: 10200,3EA8372113313304U
21837,Shipped,03/04/2015,8:39:19,21.98,96850,Product ID: 11043,6975130755
21838,Shipped,03/04/2015,13:09:11,101.98,96851,Product ID: 10408|Product ID: 10438,16X04268CL841670M
21840,Shipped,03/04/2015,19:02:00,117.98,96852,Product ID: 10905|Product ID: 11251,6RU67349D7853781U
21841,Shipped,03/04/2015,20:06:37,287,96853,Product ID: 10396|Product ID: 10409|Product ID: 10445,8DG927091R561413P
21843,Shipped,03/04/2015,20:46:44,169.97,96853,Product ID: 11125|Product ID: 11126,5XX95792YG568835T
21844,Refunded,03/04/2015,22:02:41,169,86120,Product ID: 10663,0P965936U2684804F
21845,Shipped,03/04/2015,22:16:52,77.99,96854,Product ID: 10534,6J5616510M5453004
21846,Partially Shipped,03/05/2015,2:22:46,190.45,90629,Product ID: 10723,6977902889
21852,Shipped,03/05/2015,17:31:12,66.99,93431,Product ID: 10786,6980370896
21853,Shipped,03/05/2015,17:33:02,162.05,96855,Product ID: 10621,6980378685
21854,Shipped,03/05/2015,18:28:53,102.95,96856,Product ID: 11235,6980529891
21855,Shipped,03/05/2015,18:56:46,40,96752,Product ID: 10485,6980594834
21856,Shipped,03/05/2015,19:15:29,58.13,96857,Product ID: 10429,5FJ79183RV8945038
21859,Shipped,03/05/2015,19:52:27,79.98,96858,Product ID: 10150,6980720799
21860,Shipped,03/05/2015,21:17:53,42.99,96859,Product ID: 10931,4UY35499HX804892V
21861,Shipped,03/06/2015,1:26:33,51.69,96860,Product ID: 10768,3SD483326V020991K
21864,Shipped,03/06/2015,8:51:02,133.99,96751,Product ID: 9863|Product ID: 9863,6981763635
21865,Shipped,03/06/2015,10:06:54,55.13,96861,Product ID: 11125,93T54497U7672413D
21871,Shipped,03/06/2015,13:42:15,94.96,96862,Product ID: 9503|Product ID: 9537|Product ID: 9538|Product ID: 9639|Product ID: 11104,34973659XR9190140
21872,Shipped,03/06/2015,14:49:20,53.99,96863,Product ID: 10968,6983061577
21873,Shipped,03/06/2015,15:38:57,78.99,96864,Product ID: 10786,2RV1666537750913X
21875,Shipped,03/06/2015,16:29:46,256.96,96865,Product ID: 10717|Product ID: 10772|Product ID: 10786,6983446439
21876,Shipped,03/06/2015,16:57:51,37.99,96637,Product ID: 10017,6983549202
21877,Shipped,03/06/2015,18:39:04,53.99,96866,Product ID: 10968,5BH370240U238330N
21878,Shipped,03/06/2015,20:42:04,46,96867,Product ID: 9467,0BP38286NE678771U
