Customer ID,Orders,State Abbreviation - 1,Zip/Postcode - 1,Country - 1
84193,0,CA,94533,United States
84194,0,MS,38655,United States
84195,0,MS,38655,United States
84196,0,SC,29201,United States
84197,0,IL,61032,United States
84198,0,IL,61032,United States
84199,0,MS,39402,United States
84200,0,MS,39402,United States
84201,0,NC,27511,United States
84202,0,MN,55350,United States
84203,0,NE,68110,United States
84204,0,TN,37167,United States
84205,0,LA,70427,United States
84206,0,CO,80911,United States
84207,0,CA,94044,United States
84208,0,OK,73025,United States
84209,0,AZ,85248,United States
84210,0,GA,30294,United States
84211,0,GA,30349,United States
84212,0,MD,20708,United States
84213,0,MD,21227,United States
84214,1,AR,71602,United States
84215,0,VA,22304,United States
84216,0,MS,39581,United States
84217,0,NM,87120,United States
84218,0,IL,62959,United States
84219,0,NC,28348,United States
84220,0,NC,28348,United States
84221,0,GA,30016,United States
84222,1,PA,18017,United States
84223,0,ND,58204,United States
84224,0,AK,99701,United States
84225,0,NC,28210,United States
84226,0,,39643,United States
84227,0,MS,39503,United States
84228,0,CA,90731,United States
84229,0,FL,33409,United States
84230,0,KY,40211,United States
84231,0,TX,77489,United States
84232,0,NY,10550,United States
84233,0,NY,11510,United States
84234,0,VA,22193,United States
84235,0,LA,70401,United States
84236,0,,10701,United States
84237,0,MO,65584,United States
84238,0,NJ,8618,United States
84239,0,PA,15205,United States
84240,0,GA,31907,United States
84241,0,WA,98122,United States
84242,0,OH,43062,United States
84243,0,OH,44017,United States
84244,0,NV,89009,United States
84245,0,AL,35005,United States
84246,0,PA,18031,United States
84247,0,NY,12553,United States
84248,0,GA,30083,United States
84249,0,GA,31604,United States
84250,0,NC,27604,United States
84251,0,NY,11236,United States
84252,0,FL,32501,United States
84253,0,CA,92867,United States
84254,0,MI,48312,United States
84255,0,CA,95746,United States
84256,0,PA,15642,United States
84257,0,TN,37013,United States
84258,0,TN,37013,United States
84259,0,CA,90275,United States
84260,0,IL,60473,United States
84261,0,AL,36533,United States
84262,0,MO,63108,United States
84263,0,SC,29501,United States
84264,0,MI,48229,United States
84265,0,IL,60148,United States
84266,0,IL,61820,United States
84267,0,NJ,8205,United States
84268,1,NC,27591,United States
84269,0,TN,38008,United States
84270,0,MI,49068,United States
84271,0,MD,20707,United States
84272,0,NH,3051,United States
84273,0,CA,91709,United States
84274,0,CA,91709,United States
84275,0,CA,91709,United States
84276,0,CO,81001,United States
84277,0,GA,30117,United States
84278,0,AZ,85260,United States
84279,0,FL,33712,United States
84280,0,NC,27549,United States
84281,0,MI,48313,United States
84282,6,FL,33545,United States
84283,0,AL,35405,United States
84284,0,AL,35405,United States
84285,0,LA,70811,United States
84286,0,LA,70811,United States
84287,0,IL,60656,United States
84288,0,NY,12566,United States
84289,0,KS,66062,United States
84290,0,MD,21045,United States
84291,0,AR,72076,United States
84292,0,MD,21041,United States
84293,0,MA,2302,United States
84294,0,MA,2130,United States
84295,0,GA,30035,United States
84296,0,NJ,7055,United States
84297,0,RI,2860,United States
84298,0,NY,10467,United States
84299,0,,bt80 8ay,United Kingdom
84300,0,NY,11236,United States
84301,0,CA,94509,United States
84302,0,TX,75149,United States
84303,0,IL,60636,United States
84304,0,GA,30067,United States
84305,0,TX,75228,United States
84306,0,TX,75134,United States
84307,0,SC,29406,United States
84308,0,CA,93313,United States
84309,0,NY,20059,United States
84310,0,OK,73507,United States
84311,0,LA,70118,United States
84312,0,TX,77573,United States
84313,0,TX,77573,United States
84314,0,NJ,8110,United States
84315,0,GA,30055,United States
84316,0,TN,38141,United States
84317,0,TN,38012,United States
84318,0,GA,30017,United States
84319,0,PA,19064,United States
84320,0,SC,29142,United States
84321,0,AZ,85143,United States
84322,0,CA,93436,United States
84323,0,CA,93436,United States
84324,0,FL,33614,United States
84325,0,TX,75104,United States
84326,0,NJ,7050,United States
84327,0,NY,11553,United States
84328,0,MA,1002,United States
84329,0,MA,1605,United States
84330,0,FL,32835,United States
84331,0,VA,23320,United States
84332,0,TX,75605,United States
84333,0,TX,75605,United States
84334,0,TX,75605-1465,United States
84335,0,FL,33317,United States
84336,0,CA,91730,United States
84337,0,ME,4540,United States
84338,0,FL,33133,United States
84339,0,MA,2136,United States
84340,0,MA,2136,United States
84341,0,NY,11236,United States
84342,0,NJ,8629,United States
84343,0,NE,68131,United States
84344,0,GA,30088,United States
84345,0,PA,19150,United States
84346,0,TN,38301,United States
84347,0,MD,20774,United States
84348,0,LA,71302,United States
84349,0,IL,60419,United States
84350,0,IL,60419,United States
84351,0,FL,33027,United States
84352,0,MS,39211,United States
84353,0,IN,46260,United States
84354,0,PA,19601,United States
84355,0,NY,11225,United States
84356,0,SC,29483,United States
84357,0,NY,14206,United States
84358,0,NY,11203,United States
84359,0,NY,10701,United States
84360,0,NV,89101,United States
84361,0,,26011710,Brazil
84362,0,AR,71753,United States
84363,0,VA,24504,United States
84364,0,,SW1W 8BA,United Kingdom
84365,0,TX,79720,United States
84366,0,GA,30058,United States
84367,0,OH,43220,United States
84368,24,LA,70003,United States
84369,0,OR,97236,United States
84370,0,PA,19403,United States
84371,0,,GY1 1ZW,United Kingdom
84372,0,MA,2780,United States
84373,0,,802,"Virgin Islands, U.S."
84374,0,IN,46312,United States
84375,0,,9140,United States
84376,0,IL,61525,United States
84377,0,AR,71671,United States
84378,0,CA,92804,United States
84379,0,,88276,Germany
84380,0,GA,30052,United States
84381,0,MA,2302,United States
84382,0,DE,19720,United States
84383,0,NY,11422,United States
84384,0,NY,10553,United States
84385,0,ON,N6A1R1,Canada
84386,0,CA,91367,United States
84387,0,FL,33913,United States
84388,0,MA,2155,United States
84389,0,OH,43934,United States
84390,0,OH,44128,United States
84391,0,DC,20010,United States
84392,0,,59000,France
84393,2,PA,19131,United States
84394,0,CA,93722,United States
84395,0,OK,73162,United States
84396,0,OK,74013,United States
84397,0,OK,74013,United States
84398,0,SC,29115,United States
84399,0,NY,11727,United States
84400,0,,24558,United States
84401,0,CA,92555,United States
84402,2,NY,10460,United States
84403,0,KY,41010,United States
84404,0,CA,94564-3103,United States
84405,0,PA,15401,United States
84406,0,CA,90034,United States
84407,0,AL,36110,United States
84408,0,OH,43035,United States
84409,0,CA,90013,United States
84410,0,MI,48224,United States
84411,0,SC,29418,United States
84412,0,MS,39056,United States
84413,0,OH,45402,United States
84414,0,OH,45426,United States
84415,1,OH,45402,United States
84416,0,FL,33436,United States
84417,0,TX,79601,United States
84418,0,MD,20601,United States
84419,0,IL,60130,United States
84420,0,GA,39817,United States
84421,0,MD,20743,United States
84422,0,NC,27834,United States
84423,0,,33915,United States
84424,0,OH,43068,United States
84425,0,,19138,United States
84426,0,SC,29910,United States
84427,0,AR,71854,United States
84428,0,NJ,8876,United States
84429,0,MD,20904,United States
84430,0,MA,2445,United States
84431,0,GA,30815,United States
84432,0,PA,19056,United States
84433,0,TX,77099,United States
84434,0,MO,63113,United States
84435,0,RI,2863,United States
84436,0,PA,19138,United States
84437,0,MS,38941,United States
84438,0,WA,98033,United States
84439,0,CA,90043,United States
84440,0,TX,75035,United States
84441,0,,96910,Guam
84442,0,IL,60623,United States
84443,0,MA,2124,United States
84444,0,CA,92404,United States
84445,0,MD,21203,United States
84446,0,NJ,7042,United States
84447,0,FL,32207,United States
84448,0,,0,Canada
84449,0,NY,11236,United States
84450,0,CO,80303,United States
84451,0,,0,Australia
84452,0,TX,76226,United States
84453,0,WA,98056,United States
84454,0,,25437,Sweden
84455,0,VA,23462,United States
84456,0,MI,48210,United States
84457,0,MI,49009,United States
84458,0,FL,33403,United States
84459,0,CA,91606,United States
84460,0,NE,68522,United States
84461,0,FL,32211,United States
84462,0,,nn45dp,United Kingdom
84463,0,TX,77026,United States
84464,0,FL,32830,United States
84465,0,SC,29520,United States
84466,0,FL,33755,United States
84467,0,GA,30214,United States
84468,0,OURE,32001,Spain
84469,0,FL,32707,United States
84470,0,FL,33602,United States
84471,0,GA,30828,United States
84472,0,NC,28625,United States
84473,0,GA,31907,United States
84474,0,PA,17569,United States
84475,0,NJ,8901,United States
84476,0,NY,10032,United States
84477,0,NY,10032,United States
84478,0,CA,94568,United States
84479,0,OR,97230,United States
84480,0,,2082,Australia
84481,0,MI,48439,United States
84482,0,AL,36016,United States
84483,0,GA,31052,United States
84484,8,AL,36606,United States
84485,0,NC,27801,United States
84486,0,MN,56560,United States
84487,0,SC,29906,United States
84488,0,SD,57702,United States
84489,0,MD,20782,United States
84490,0,,96349,United States
84491,0,FL,34482,United States
84492,0,AL,35401,United States
84493,0,FL,32583,United States
84494,0,FL,33122-1616,United States
84495,0,,30349,United States
84496,0,AR,72701,United States
84497,0,OH,45406,United States
84498,0,IL,60629,United States
84499,0,TX,79415,United States
84500,0,VA,22304,United States
84501,0,TX,79934,United States
84502,0,CA,92057,United States
84503,0,CA,93535,United States
84504,0,,60619,United States
84505,0,MD,20603,United States
84506,0,,15235,United States
84507,0,FL,32811,United States
84508,0,AR,72209,United States
84509,0,FL,33161,United States
84510,0,LA,71106,United States
84511,0,LA,71106,United States
84512,0,CA,94565,United States
84513,0,CA,94565,United States
84514,0,CT,6705,United States
84515,0,OK,73160,United States
84516,0,CA,93779,United States
84517,0,TN,38016,United States
84518,0,AL,35816,United States
84519,0,,73114,United States
84520,0,CA,94544,United States
84521,0,WA,99336,United States
84522,0,NY,11206,United States
84523,0,IL,61008,United States
84524,0,WI,51358,United States
84525,0,VA,23703,United States
84526,0,VA,23805,United States
84527,0,NY,10475,United States
84528,0,OH,45417,United States
84529,0,MS,39401,United States
84530,0,LA,70802,United States
84531,0,NY,11432,United States
84532,0,CA,90806,United States
84533,0,IL,60607,United States
84534,0,MD,21040,United States
84535,0,IL,60115,United States
84536,0,MD,21030,United States
84537,0,AL,36305,United States
84538,0,DE,19904,United States
84539,0,CA,91709,United States
84540,0,SC,29483,United States
84541,0,PA,17801,United States
84542,0,NY,11552,United States
84543,0,AR,72113,United States
84544,0,CA,92507,United States
84545,0,NC,28540,United States
84546,0,WA,98008,United States
84547,0,MA,2368,United States
84548,0,TX,76513,United States
84549,0,MA,2124,United States
84550,0,TX,77082,United States
84551,0,NM,88101,United States
84552,0,FL,32305,United States
84553,0,GA,30458,United States
84554,0,TX,78109,United States
84555,0,TX,78664,United States
84556,0,MI,48228,United States
84557,0,MD,20772,United States
84558,0,GA,30331,United States
84559,0,WA,98444,United States
84560,0,IA,50313,United States
84561,0,NY,10009,United States
84562,0,TN,37042,United States
84563,0,GA,30067,United States
84564,0,NJ,8824,United States
84565,0,AZ,85260,United States
84566,0,FL,33435,United States
84567,0,,36117,United States
84568,0,MD,20783,United States
84569,1,NY,14615,United States
84570,0,IL,60302,United States
84571,6,TX,79924,United States
84572,0,OH,43402,United States
84573,0,CA,94538,United States
84574,0,AK,99508,United States
84575,0,AZ,85755,United States
84576,0,MD,20744,United States
84577,0,SC,29229,United States
84578,0,NY,10025,United States
84579,0,AL,36832,United States
84580,0,MS,39540,United States
84581,0,,76161,United States
84582,0,GA,30066,United States
84583,0,IL,60628,United States
84584,0,TX,75093,United States
84585,0,CA,91601,United States
84586,0,,Pl2 3jy,United Kingdom
84587,0,TX,75460,United States
84588,0,CA,91739,United States
84589,0,TX,78640,United States
84590,0,VA,23325,United States
84591,0,GA,30058,United States
84592,0,CA,90813,United States
84593,0,NC,28546,United States
84594,0,NC,28390,United States
84595,0,TX,76549,United States
84596,0,TX,77082,United States
84597,0,TX,77082,United States
84598,0,NJ,7093,United States
84599,0,NC,28630,United States
84600,0,TX,77083,United States
84601,0,MO,65583,United States
84602,0,TX,76903,United States
84603,0,TX,76903,United States
84604,0,GA,30339,United States
84605,1,NC,28227,United States
84606,0,LA,70002,United States
84607,0,MD,20902,United States
84608,0,TX,77028,United States
84609,0,OH,44514,United States
84610,0,,11206,United States
84611,0,MD,21206,United States
84612,0,CT,6902,United States
84613,0,IL,60064,United States
84614,0,NC,27886,United States
84615,0,NY,11367,United States
84616,0,CA,92071,United States
84617,0,,75017,France
84618,0,,3095,Switzerland
84619,0,CA,94605,United States
84620,0,GA,30319,United States
84621,0,TX,77070,United States
84622,0,CA,95376,United States
84623,0,CA,94804,United States
84624,0,,125,Italy
84625,0,,52134,Sweden
84626,0,,98000mc,Monaco
84627,0,,4777,Bahamas
84628,0,,0,Bahamas
84629,0,MN,55403,United States
84630,0,NY,10469,United States
84631,0,OH,43206,United States
84632,0,NY,12189,United States
84633,0,MA,2122,United States
84634,0,OH,44903,United States
84635,0,MI,49504,United States
84636,0,VA,22182,United States
84637,0,GA,30909,United States
84638,0,CA,92336,United States
84639,0,FL,33167,United States
84640,0,CT,6002,United States
84641,0,VA,24015,United States
84642,0,NJ,8902,United States
84643,0,NY,13676,United States
84644,0,CT,6095,United States
84645,0,CA,95376,United States
84646,0,CA,90746,United States
84647,0,CA,94591,United States
84648,0,NY,11003,United States
84649,0,NJ,7205,United States
84650,0,CA,92373,United States
84651,0,WA,98144,United States
84652,0,TX,75024,United States
84653,0,MN,55306,United States
84654,0,,11207,United States
84655,0,GA,30328,United States
84656,1,NY,11772,United States
84657,0,NY,12020,United States
84658,0,NY,11212,United States
84659,0,QC,h3w1s6,Canada
84660,0,CA,92058,United States
84661,0,PA,18302-8530,United States
84662,0,MA,1902,United States
84663,0,AZ,90018,United States
84664,0,NY,10457,United States
84665,0,NJ,8902,United States
84666,0,TX,77070,United States
84667,0,TX,77642,United States
84668,0,IL,60628,United States
84669,0,,95100,France
84670,0,PA,19121,United States
84671,0,CT,6851,United States
84672,0,,7000,Argentina
84673,0,,96950,Northern Mariana Islands
84674,0,BARC,8041,Spain
84675,0,NY,11746,United States
84676,0,NY,11746,United States
84677,0,TX,78716,United States
84678,0,,2026,United States
84679,0,OH,44053,United States
84680,0,TX,77545,United States
84681,0,FL,33414,United States
84682,0,TX,77016,United States
84683,0,NY,10460,United States
84684,0,,77000,France
84685,0,NY,10552,United States
84686,0,MS,39180,United States
84687,0,NY,11590,United States
84688,0,SC,29607,United States
84689,0,LA,70001,United States
84690,0,OH,45014,United States
84691,0,OH,45014-5283,United States
84692,0,VA,22193,United States
84693,0,IL,60429,United States
84694,0,NV,89120,United States
84695,0,FL,33067,United States
84696,0,TX,77388,United States
84697,0,NY,11580,United States
84698,0,FL,33431,United States
84699,0,FL,32828,United States
84700,0,OK,73162,United States
84701,0,CA,91942,United States
84702,0,SC,29229,United States
84703,0,MS,38801,United States
84704,0,IA,50703,United States
84705,0,TX,77048,United States
84706,0,HI,96732,United States
84707,0,HI,96732,United States
84708,0,NY,11226,United States
84709,0,GA,30016,United States
84710,0,LA,70422,United States
84711,0,IL,61362,United States
84712,0,VA,22980,United States
84713,0,MN,55110,United States
84714,0,FL,33009,United States
84715,0,MA,2062,United States
84716,0,MA,1902,United States
84717,0,MI,49103,United States
84718,0,OH,43232,United States
84719,0,CT,6606,United States
84720,0,CA,90035,United States
84721,0,MA,2367,United States
84722,0,NY,11951,United States
84723,0,FL,33056,United States
84724,0,IL,60680,United States
84725,0,CT,6902,United States
84726,0,FL,33313,United States
84727,0,CA,90292,United States
84728,0,OH,43229,United States
84729,0,PA,19020,United States
84730,0,FL,32209,United States
84731,0,FL,33323,United States
84732,0,FL,34606,United States
84733,0,VA,22191,United States
84734,0,MI,48315,United States
84735,1,FL,34231,United States
84736,0,PA,19138,United States
84737,0,MD,20770,United States
84738,0,PA,18617,United States
84739,0,FL,34446,United States
84740,0,TX,77036,United States
84741,0,NY,10453,United States
84742,0,,84000,France
84743,0,CA,94080,United States
84744,0,IN,46260,United States
84745,0,MD,20769,United States
84746,0,MA,2048,United States
84747,0,MA,2048,United States
84748,0,CA,90046,United States
84749,0,NY,10035,United States
84750,0,NY,10553-1202,United States
84751,1,MA,2780,United States
84752,0,MD,21114,United States
84753,0,AZ,85008,United States
84754,0,FL,33319,United States
84755,0,CA,92058,United States
84756,0,,96310,United States
84757,0,FL,33015,United States
84758,0,FL,32832,United States
84759,0,PA,19403,United States
84760,0,CA,94965,United States
84761,0,UT,84056,United States
84762,0,DE,19702,United States
84763,0,TX,78660,United States
84764,0,GA,30501,United States
84765,0,DE,19702,United States
84766,0,WA,99202,United States
84767,0,WA,99202,United States
84768,0,SC,29464,United States
84769,0,GA,30907,United States
84770,0,SC,29532,United States
84771,0,SC,29445,United States
84772,0,WA,98902,United States
84773,0,IL,60617,United States
84774,0,,62702,United States
84775,0,VA,23602,United States
84776,0,MI,48104,United States
84777,0,CA,92887,United States
84778,0,NY,12065-0834,United States
84779,0,NC,28205,United States
84780,0,CA,90746,United States
84781,0,NY,10577,United States
84782,0,NY,10304,United States
84783,0,NY,11422,United States
84784,0,GA,31410,United States
84785,0,MI,48503,United States
84786,1,TX,77478,United States
84787,0,VA,20136,United States
84788,0,MD,20721,United States
84789,0,NY,10960,United States
84790,0,VA,23605,United States
84791,0,TX,76657,United States
84792,0,TX,76022,United States
84793,0,TX,76657,United States
84794,0,MO,63108,United States
84795,0,AR,72404,United States
84796,0,FL,32504,United States
84797,0,NV,89032,United States
84798,0,,101,Madagascar
84799,0,KY,40160,United States
84800,0,CA,95212,United States
84801,0,WI,53818,United States
84802,0,IL,60619,United States
84803,0,AR,72209,United States
84804,0,NC,28677,United States
84805,0,VA,22312,United States
84806,0,VA,23321,United States
84807,0,GA,31331,United States
84808,0,VA,23321,United States
84809,0,FL,32506,United States
84810,0,TX,76543,United States
84811,0,IN,46368,United States
84812,0,FL,33169,United States
84813,0,AB,T1Y 7C3,Canada
84814,0,FL,32221,United States
84815,0,MS,39466,United States
84816,0,NY,11435,United States
84817,0,NC,28262,United States
84818,0,NC,27803,United States
84819,0,,10001,United States
84820,0,KS,66502,United States
84821,0,MI,48185,United States
84822,0,MD,20744,United States
84823,0,SC,29730,United States
84824,0,TX,75040,United States
84825,0,NY,10512,United States
84826,0,MD,21541,United States
84827,0,DC,20032,United States
84828,0,CA,95823,United States
84829,0,TN,38125,United States
84830,0,CA,94509,United States
84831,0,GA,30742,United States
84832,0,PA,19121,United States
84833,0,CA,92517,United States
84834,0,SC,29072,United States
84835,0,GA,30067,United States
84836,0,GA,30134,United States
84837,0,NY,10466,United States
84838,0,,96203,United States
84839,0,NY,11374,United States
84840,0,CA,90037,United States
84841,0,IL,60543,United States
84842,0,LA,70119,United States
84843,0,MN,55422,United States
84844,0,QC,J4X 2J9,Canada
84845,0,CA,91335,United States
84846,0,NY,14011,United States
84847,0,,H3T 1J3,Canada
84848,0,VA,23454,United States
84849,0,OH,44094,United States
84850,0,IL,60466,United States
84851,0,NY,11563,United States
84852,1,TN,38018,United States
84853,0,CA,91709,United States
84854,0,PA,18109,United States
84855,0,VA,22407,United States
84856,0,NY,13210,United States
84857,0,VA,22407,United States
84858,0,MD,20604,United States
84859,0,MD,20785,United States
84860,0,FL,33025,United States
84861,0,,12431,Sweden
84862,0,MA,2135,United States
84863,0,NJ,7079,United States
84864,0,FL,33020,United States
84865,0,NY,11375,United States
84866,0,FL,33463,United States
84867,0,LA,70126,United States
84868,0,,75012,France
84869,0,MD,21133,United States
84870,0,OH,44125,United States
84871,0,MD,21133,United States
84872,0,VA,22315,United States
84873,0,NY,14220,United States
84874,0,VA,22303,United States
84875,0,CA,95035,United States
84876,0,LA,71292,United States
84877,0,FL,33197,United States
84878,0,FL,33916,United States
84879,0,LA,71245,United States
84880,0,KY,42104,United States
84881,0,OH,42952,United States
84882,0,LA,71446,United States
84883,0,QC,h7a4g1,Canada
84884,0,ON,M1C1J2,Canada
84885,0,MS,39465,United States
84886,0,OK,73111,United States
84887,0,MS,39265,United States
84888,0,AL,35215,United States
84889,0,WA,98118,United States
84890,0,TX,75661,United States
84891,0,TN,38116,United States
84892,0,IL,60628,United States
84893,0,GA,30318,United States
84894,0,TX,77003,United States
84895,0,NV,89107,United States
84896,0,NM,88310,United States
84897,0,IL,60655,United States
84898,0,TN,38012,United States
84899,0,CT,6108,United States
84900,0,DC,20020,United States
84901,0,MD,20695,United States
84902,0,TX,77070,United States
84903,0,TX,77070,United States
84904,0,TX,76018,United States
84905,0,TX,78155,United States
84906,0,MD,20854,United States
84907,0,FL,32822,United States
84908,0,MD,20619,United States
84909,0,NY,11520,United States
84910,0,VA,22309,United States
84911,0,PA,17313,United States
84912,0,TX,75241,United States
84913,0,MI,49015,United States
84914,0,DC,20002,United States
84915,0,NJ,8332,United States
84916,0,PA,19138,United States
84917,0,TN,38016,United States
84918,0,NC,28540,United States
84919,0,IL,60643,United States
84920,0,,9033,Germany
84921,0,NC,28269,United States
84922,0,MI,48185,United States
84923,0,MD,20640,United States
84924,0,QLD,QLD 4055,Australia
84925,0,MD,20774,United States
84926,0,MI,48228,United States
84927,0,TN,37128,United States
84928,0,CA,90650,United States
84929,0,NJ,7501,United States
84930,0,WI,53210,United States
84931,0,VA,24112,United States
84932,0,NY,11207,United States
84933,0,LA,70118,United States
84934,7,FL,33543,United States
84935,0,GA,30071,United States
84936,0,FL,33304,United States
84937,0,FL,33619,United States
84938,0,GA,30281,United States
84939,0,CA,94560,United States
84940,0,NY,10128,United States
84941,0,FL,33130,United States
84942,0,AL,35221,United States
84943,0,OH,44121,United States
84944,0,GA,30101,United States
84945,0,NY,11552,United States
84946,0,MD,20774,United States
84947,0,NY,11412,United States
84948,0,IL,60007,United States
84949,0,VA,23219,United States
84950,0,NY,12550,United States
84951,0,PA,15122,United States
84952,0,NC,27834,United States
84953,0,CA,91344,United States
84954,0,NJ,7205,United States
84955,0,NY,13730,United States
84956,0,,0,Ireland
84957,0,MD,20906,United States
84958,0,NH,3842,United States
84959,0,,BB10 4LP,United Kingdom
84960,0,TX,77083,United States
84961,0,NJ,7463,United States
84962,0,TX,78256,United States
84963,0,HI,96857,United States
84964,0,FL,32818,United States
84965,0,MI,48439,United States
84966,3,TN,37122,United States
84967,0,OH,45240,United States
84968,0,IL,60185,United States
84969,0,AR,72032,United States
84970,0,OH,44128,United States
84971,0,,70126,United States
84972,0,NC,27707,United States
84973,0,VA,20186,United States
84974,0,FL,33309,United States
84975,0,FL,34116,United States
84976,0,RI,2920,United States
84977,0,TX,75147,United States
84978,0,CA,90746-1168,United States
84979,0,AL,36117,United States
84980,0,NY,11236,United States
84981,0,TN,38115,United States
84982,0,FL,32277,United States
84983,0,AL,36606,United States
84984,0,NY,10463,United States
84985,0,WA,98208,United States
84986,0,MA,1605,United States
84987,1,GA,30519,United States
84988,0,WA,98208,United States
84989,0,IL,60473,United States
84990,0,TX,78634,United States
84991,0,GA,30032,United States
84992,0,TX,75150,United States
84993,0,FL,32218,United States
84994,0,TX,78234,United States
84995,0,TX,78750,United States
84996,0,CA,90706,United States
84997,0,CA,92345,United States
84998,0,NC,27288,United States
84999,0,NY,11756,United States
85000,0,AR,71753,United States
85001,0,TN,37076,United States
85002,0,LA,70003,United States
85003,0,IL,60619,United States
85004,0,NY,11768,United States
85005,0,GA,30161,United States
85006,0,NY,10451,United States
85007,0,NY,10451,United States
85008,3,NY,10451,United States
85009,0,NY,10451,United States
85010,0,MA,2126,United States
85011,0,PA,19118,United States
85012,0,WA,98058,United States
85013,0,TX,75038,United States
85014,0,,en1 4un,United Kingdom
85015,0,IL,60090,United States
85016,0,CA,92081,United States
85017,0,IN,46809,United States
85018,0,NC,28105,United States
85019,0,AR,71753,United States
85020,0,FL,34112,United States
85021,0,,SE27 9Ss,United Kingdom
85022,0,FL,33407,United States
85023,0,OR,97220,United States
85024,2,NY,11218,United States
85025,0,CT,6105,United States
85026,0,MI,48227,United States
85027,0,,802,"Virgin Islands, U.S."
85028,0,TN,38133,United States
85029,0,FL,33311,United States
85030,0,CA,94110,United States
85031,0,,1013,United States
85032,0,DC,20020,United States
85033,0,MD,20747,United States
85034,0,NY,10473,United States
85035,0,FL,32765,United States
85036,0,AL,36603,United States
85037,0,CA,90059,United States
85038,0,CA,95348,United States
85039,0,CA,95020,United States
85040,1,PA,19032,United States
85041,0,CA,95828,United States
85042,0,CA,92584,United States
85043,0,IL,60532,United States
85044,0,TX,78240,United States
85045,0,TX,78240,United States
85046,0,LA,70817,United States
85047,3,MS,39120,United States
85048,0,TX,77047,United States
85049,0,CA,92805,United States
85050,0,CA,92240,United States
85051,0,MD,20814,United States
85052,0,FL,33610,United States
85053,0,AR,71653,United States
85054,0,CA,91066,United States
85055,0,TX,77038,United States
85056,10,OK,73110,United States
85057,0,WI,53216,United States
85058,0,MI,48034,United States
85059,0,NJ,7712,United States
85060,0,VA,22193,United States
85061,0,VA,24017,United States
85062,0,NY,13057-2216,United States
85063,0,PA,19002,United States
85064,0,OH,43232,United States
85065,0,MD,20706,United States
85066,0,MS,39503,United States
85067,0,MD,21040,United States
85068,0,FL,32542,United States
85069,0,NY,14619,United States
85070,0,AZ,85295,United States
85071,0,OH,44425,United States
85072,0,VA,23668,United States
85073,0,NJ,7205,United States
85074,0,CA,91505,United States
85075,0,FL,33498,United States
85076,0,MD,21230,United States
85077,0,MS,39054,United States
85078,0,VA,22042,United States
85079,0,CO,80016,United States
85080,0,,97230,France
85081,0,NC,28546,United States
85082,0,NE,68516,United States
85083,0,,e154sa,United Kingdom
85084,0,CA,90008,United States
85085,0,IL,60651,United States
85086,0,TX,75115,United States
85087,0,MD,20743,United States
85088,0,CA,94571,United States
85089,0,CA,94404,United States
85090,0,GA,31324,United States
85091,0,MD,20707,United States
85092,0,BARC,8710,Spain
85093,0,MI,48141,United States
85094,0,NY,11520,United States
85095,0,MD,20746,United States
85096,0,FL,33572,United States
85097,0,MD,21204,United States
85098,0,MS,39401,United States
85099,0,GA,31061,United States
85100,0,,92311,United States
85101,0,NY,11411,United States
85102,0,AL,35235,United States
85103,3,NY,11411,United States
85104,0,CT,6269,United States
85105,0,,WV106EW,United Kingdom
85106,0,TX,76205,United States
85107,0,AZ,85032,United States
85108,0,NY,11411,United States
85109,0,NY,11411,United States
85110,0,PA,19149,United States
85111,0,NC,28205,United States
85112,0,ON,L1G3T6,Canada
85113,0,PA,17837,United States
85114,0,MD,20886,United States
85115,0,OH,43623,United States
85116,0,NJ,8021,United States
85117,0,WA,98446,United States
85118,0,TX,75070,United States
85119,0,NY,12804,United States
85120,0,NY,10304,United States
85121,0,AB,T2P5G4,Canada
85122,0,TX,77489,United States
85123,0,,M9V1M8,Canada
85124,0,SC,29379,United States
85125,0,NV,89180,United States
85126,0,,SE9 2RG,United Kingdom
85127,0,CA,95136,United States
85128,0,WA,98422,United States
85129,0,CA,95136,United States
85130,0,TX,75287,United States
85131,0,VA,24060,United States
85132,0,NY,10031,United States
85133,0,TX,76011,United States
85134,0,MD,20737,United States
85135,0,TX,76011,United States
85136,0,KS,66104,United States
85137,0,GA,30813,United States
85138,0,GA,30096,United States
85139,0,OH,44118,United States
85140,0,TX,75043,United States
85141,0,CO,80229,United States
85142,0,LA,70113,United States
85143,0,LA,70422,United States
85144,0,MS,39047,United States
85145,0,TX,77459,United States
85146,0,GA,30144,United States
85147,0,,6200,France
85148,0,MA,1702,United States
85149,0,VA,23851,United States
85150,0,MA,1702,United States
85151,0,FL,32837,United States
85152,0,MO,65203,United States
85153,1,TX,77014,United States
85154,0,NJ,7106,United States
85155,0,TN,38012,United States
85156,0,CA,92563,United States
85157,0,GA,30296,United States
85158,0,KS,66503,United States
85159,0,CA,92563,United States
85160,0,FL,32566,United States
85161,0,CA,94542,United States
85162,0,MN,55437,United States
85163,0,NC,27713,United States
85164,0,PA,17603,United States
85165,0,TX,77022,United States
85166,0,LA,70802,United States
85167,0,NC,28269,United States
85168,0,IL,61615,United States
85169,0,AL,36523,United States
85170,0,FL,32307,United States
85171,0,GA,30215,United States
85172,0,MO,63857,United States
85173,0,CA,91351,United States
85174,0,CA,91351,United States
85175,0,TN,38116,United States
85176,0,TN,38115,United States
85177,0,IL,61761,United States
85178,0,IL,60085,United States
85179,0,MS,39503,United States
